facility_id,facility_type,province,date,shift_demand,is_holiday
F001,Hospital,ON,2022-03-01,121.95,0
F001,Hospital,ON,2022-03-02,120.70416666666667,0
F001,Hospital,ON,2022-03-03,116.69583333333333,0
F001,Hospital,ON,2022-03-04,135.82083333333335,0
F001,Hospital,ON,2022-03-05,90.19166666666666,0
F001,Hospital,ON,2022-03-06,81.70833333333333,0
F001,Hospital,ON,2022-03-07,115.79166666666667,0
F001,Hospital,ON,2022-03-08,115.99166666666666,0
F001,Hospital,ON,2022-03-09,119.85000000000001,0
F001,Hospital,ON,2022-03-10,125.625,0
F001,Hospital,ON,2022-03-11,127.95,0
F001,Hospital,ON,2022-03-12,92.02499999999999,0
F001,Hospital,ON,2022-03-13,82.8125,0
F001,Hospital,ON,2022-03-14,123.90833333333332,0
F001,Hospital,ON,2022-03-15,124.6125,0
F001,Hospital,ON,2022-03-16,108.83333333333333,0
F001,Hospital,ON,2022-03-17,111.03333333333335,0
F001,Hospital,ON,2022-03-18,123.41666666666667,0
F001,Hospital,ON,2022-03-19,90.90416666666668,0
F001,Hospital,ON,2022-03-20,81.09583333333333,0
F001,Hospital,ON,2022-03-21,121.7,0
F001,Hospital,ON,2022-03-22,123.33333333333333,0
F001,Hospital,ON,2022-03-23,117.7,0
F001,Hospital,ON,2022-03-24,121.7,0
F001,Hospital,ON,2022-03-25,118.3625,0
F001,Hospital,ON,2022-03-26,90.97500000000001,0
F001,Hospital,ON,2022-03-27,80.00833333333334,0
F001,Hospital,ON,2022-03-28,117.79166666666667,0
F001,Hospital,ON,2022-03-29,118.60000000000001,0
F001,Hospital,ON,2022-03-30,118.57083333333333,0
F001,Hospital,ON,2022-03-31,93.19583333333333,0
F001,Hospital,ON,2022-04-01,102.875,0
F001,Hospital,ON,2022-04-02,72.33749999999999,0
F001,Hospital,ON,2022-04-03,66.28750000000001,0
F001,Hospital,ON,2022-04-04,97.20833333333333,0
F001,Hospital,ON,2022-04-05,93.64999999999999,0
F001,Hospital,ON,2022-04-06,94.9375,0
F001,Hospital,ON,2022-04-07,64.74583333333334,1
F001,Hospital,ON,2022-04-08,100.72500000000001,0
F001,Hospital,ON,2022-04-09,68.77916666666667,0
F001,Hospital,ON,2022-04-10,59.32083333333333,0
F001,Hospital,ON,2022-04-11,101.3875,0
F001,Hospital,ON,2022-04-12,96.00833333333333,0
F001,Hospital,ON,2022-04-13,95.81666666666666,0
F001,Hospital,ON,2022-04-14,94.75833333333333,0
F001,Hospital,ON,2022-04-15,100.12916666666666,0
F001,Hospital,ON,2022-04-16,71.65833333333333,0
F001,Hospital,ON,2022-04-17,64.01666666666667,0
F001,Hospital,ON,2022-04-18,104.25,0
F001,Hospital,ON,2022-04-19,91.13333333333333,0
F001,Hospital,ON,2022-04-20,97.78333333333335,0
F001,Hospital,ON,2022-04-21,94.02916666666665,0
F001,Hospital,ON,2022-04-22,95.83749999999999,0
F001,Hospital,ON,2022-04-23,78.57916666666667,0
F001,Hospital,ON,2022-04-24,70.40416666666667,0
F001,Hospital,ON,2022-04-25,96.7375,0
F001,Hospital,ON,2022-04-26,91.07916666666667,0
F001,Hospital,ON,2022-04-27,87.00416666666666,0
F001,Hospital,ON,2022-04-28,94.77083333333333,0
F001,Hospital,ON,2022-04-29,98.54583333333333,0
F001,Hospital,ON,2022-04-30,67.625,0
F001,Hospital,ON,2022-05-01,60.68333333333334,0
F001,Hospital,ON,2022-05-02,94.3125,0
F001,Hospital,ON,2022-05-03,86.00833333333333,0
F001,Hospital,ON,2022-05-04,81.5125,0
F001,Hospital,ON,2022-05-05,87.425,0
F001,Hospital,ON,2022-05-06,89.86666666666667,0
F001,Hospital,ON,2022-05-07,63.75,0
F001,Hospital,ON,2022-05-08,59.50833333333333,0
F001,Hospital,ON,2022-05-09,89.1375,0
F001,Hospital,ON,2022-05-10,87.875,0
F001,Hospital,ON,2022-05-11,83.2375,0
F001,Hospital,ON,2022-05-12,78.59583333333333,0
F001,Hospital,ON,2022-05-13,93.16666666666667,0
F001,Hospital,ON,2022-05-14,70.29583333333333,0
F001,Hospital,ON,2022-05-15,59.42083333333333,0
F001,Hospital,ON,2022-05-16,92.66666666666667,0
F001,Hospital,ON,2022-05-17,90.32083333333333,0
F001,Hospital,ON,2022-05-18,86.075,0
F001,Hospital,ON,2022-05-19,88.0125,0
F001,Hospital,ON,2022-05-20,93.02083333333333,0
F001,Hospital,ON,2022-05-21,66.03333333333333,0
F001,Hospital,ON,2022-05-22,44.94166666666666,1
F001,Hospital,ON,2022-05-23,92.91250000000001,0
F001,Hospital,ON,2022-05-24,86.09166666666665,0
F001,Hospital,ON,2022-05-25,83.02916666666667,0
F001,Hospital,ON,2022-05-26,86.96666666666665,0
F001,Hospital,ON,2022-05-27,91.33333333333333,0
F001,Hospital,ON,2022-05-28,68.38333333333334,0
F001,Hospital,ON,2022-05-29,61.51666666666667,0
F001,Hospital,ON,2022-05-30,92.96249999999999,0
F001,Hospital,ON,2022-05-31,87.27083333333333,0
F001,Hospital,ON,2022-06-01,79.5125,0
F001,Hospital,ON,2022-06-02,85.82499999999999,0
F001,Hospital,ON,2022-06-03,94.97083333333335,0
F001,Hospital,ON,2022-06-04,64.27499999999999,0
F001,Hospital,ON,2022-06-05,54.07083333333333,0
F001,Hospital,ON,2022-06-06,85.50416666666666,0
F001,Hospital,ON,2022-06-07,76.84166666666667,0
F001,Hospital,ON,2022-06-08,72.07083333333334,0
F001,Hospital,ON,2022-06-09,81.93333333333334,0
F001,Hospital,ON,2022-06-10,84.12083333333334,0
F001,Hospital,ON,2022-06-11,58.69583333333333,0
F001,Hospital,ON,2022-06-12,59.737500000000004,0
F001,Hospital,ON,2022-06-13,89.21666666666665,0
F001,Hospital,ON,2022-06-14,85.26666666666667,0
F001,Hospital,ON,2022-06-15,86.94583333333333,0
F001,Hospital,ON,2022-06-16,75.59166666666667,0
F001,Hospital,ON,2022-06-17,86.39166666666667,0
F001,Hospital,ON,2022-06-18,64.14166666666667,0
F001,Hospital,ON,2022-06-19,54.550000000000004,0
F001,Hospital,ON,2022-06-20,87.63333333333333,0
F001,Hospital,ON,2022-06-21,83.57916666666667,0
F001,Hospital,ON,2022-06-22,81.97083333333333,0
F001,Hospital,ON,2022-06-23,79.40416666666667,0
F001,Hospital,ON,2022-06-24,85.38333333333333,0
F001,Hospital,ON,2022-06-25,59.145833333333336,0
F001,Hospital,ON,2022-06-26,57.00416666666666,0
F001,Hospital,ON,2022-06-27,85.68333333333334,0
F001,Hospital,ON,2022-06-28,85.07916666666667,0
F001,Hospital,ON,2022-06-29,75.61666666666666,0
F001,Hospital,ON,2022-06-30,84.35833333333333,0
F001,Hospital,ON,2022-07-01,46.42083333333333,1
F001,Hospital,ON,2022-07-02,54.10833333333333,0
F001,Hospital,ON,2022-07-03,50.574999999999996,0
F001,Hospital,ON,2022-07-04,70.62083333333334,0
F001,Hospital,ON,2022-07-05,77.12083333333334,0
F001,Hospital,ON,2022-07-06,72.2375,0
F001,Hospital,ON,2022-07-07,69.95,0
F001,Hospital,ON,2022-07-08,80.7375,0
F001,Hospital,ON,2022-07-09,56.35,0
F001,Hospital,ON,2022-07-10,50.69583333333333,0
F001,Hospital,ON,2022-07-11,77.87916666666666,0
F001,Hospital,ON,2022-07-12,72.80416666666666,0
F001,Hospital,ON,2022-07-13,71.08749999999999,0
F001,Hospital,ON,2022-07-14,73.6125,0
F001,Hospital,ON,2022-07-15,75.97083333333333,0
F001,Hospital,ON,2022-07-16,57.416666666666664,0
F001,Hospital,ON,2022-07-17,51.03333333333333,0
F001,Hospital,ON,2022-07-18,74.42083333333333,0
F001,Hospital,ON,2022-07-19,70.3875,0
F001,Hospital,ON,2022-07-20,69.88333333333334,0
F001,Hospital,ON,2022-07-21,71.4375,0
F001,Hospital,ON,2022-07-22,79.88333333333334,0
F001,Hospital,ON,2022-07-23,55.35,0
F001,Hospital,ON,2022-07-24,51.44166666666666,0
F001,Hospital,ON,2022-07-25,76.36666666666666,0
F001,Hospital,ON,2022-07-26,75.39999999999999,0
F001,Hospital,ON,2022-07-27,71.25,0
F001,Hospital,ON,2022-07-28,72.40416666666667,0
F001,Hospital,ON,2022-07-29,82.40833333333333,0
F001,Hospital,ON,2022-07-30,54.30833333333334,0
F001,Hospital,ON,2022-07-31,52.2875,0
F001,Hospital,ON,2022-08-01,75.4375,0
F001,Hospital,ON,2022-08-02,72.52083333333333,0
F001,Hospital,ON,2022-08-03,73.77499999999999,0
F001,Hospital,ON,2022-08-04,69.19166666666666,0
F001,Hospital,ON,2022-08-05,78.24583333333334,0
F001,Hospital,ON,2022-08-06,57.11666666666667,0
F001,Hospital,ON,2022-08-07,34.24166666666667,1
F001,Hospital,ON,2022-08-08,77.02916666666667,0
F001,Hospital,ON,2022-08-09,78.3,0
F001,Hospital,ON,2022-08-10,69.10833333333333,0
F001,Hospital,ON,2022-08-11,67.86666666666666,0
F001,Hospital,ON,2022-08-12,74.65833333333333,0
F001,Hospital,ON,2022-08-13,53.75416666666666,0
F001,Hospital,ON,2022-08-14,48.362500000000004,0
F001,Hospital,ON,2022-08-15,74.47500000000001,0
F001,Hospital,ON,2022-08-16,73.575,0
F001,Hospital,ON,2022-08-17,72.8625,0
F001,Hospital,ON,2022-08-18,69.70416666666667,0
F001,Hospital,ON,2022-08-19,82.30833333333334,0
F001,Hospital,ON,2022-08-20,56.324999999999996,0
F001,Hospital,ON,2022-08-21,50.34166666666667,0
F001,Hospital,ON,2022-08-22,76.2625,0
F001,Hospital,ON,2022-08-23,76.77916666666667,0
F001,Hospital,ON,2022-08-24,71.58333333333333,0
F001,Hospital,ON,2022-08-25,73.02083333333333,0
F001,Hospital,ON,2022-08-26,75.73333333333333,0
F001,Hospital,ON,2022-08-27,53.1,0
F001,Hospital,ON,2022-08-28,48.24166666666667,0
F001,Hospital,ON,2022-08-29,75.6,0
F001,Hospital,ON,2022-08-30,74.54583333333333,0
F001,Hospital,ON,2022-08-31,72.50833333333334,0
F001,Hospital,ON,2022-09-01,79.55416666666666,0
F001,Hospital,ON,2022-09-02,86.01666666666667,0
F001,Hospital,ON,2022-09-03,62.49583333333334,0
F001,Hospital,ON,2022-09-04,43.0625,1
F001,Hospital,ON,2022-09-05,91.25,0
F001,Hospital,ON,2022-09-06,92.75833333333333,0
F001,Hospital,ON,2022-09-07,87.55833333333334,0
F001,Hospital,ON,2022-09-08,91.36666666666667,0
F001,Hospital,ON,2022-09-09,93.95416666666667,0
F001,Hospital,ON,2022-09-10,72.2375,0
F001,Hospital,ON,2022-09-11,61.67916666666667,0
F001,Hospital,ON,2022-09-12,90.02083333333333,0
F001,Hospital,ON,2022-09-13,88.55,0
F001,Hospital,ON,2022-09-14,82.55,0
F001,Hospital,ON,2022-09-15,89.9875,0
F001,Hospital,ON,2022-09-16,91.00416666666666,0
F001,Hospital,ON,2022-09-17,64.89999999999999,0
F001,Hospital,ON,2022-09-18,60.520833333333336,0
F001,Hospital,ON,2022-09-19,89.6125,0
F001,Hospital,ON,2022-09-20,86.96249999999999,0
F001,Hospital,ON,2022-09-21,87.44583333333333,0
F001,Hospital,ON,2022-09-22,83.80833333333334,0
F001,Hospital,ON,2022-09-23,95.30416666666667,0
F001,Hospital,ON,2022-09-24,64.05,0
F001,Hospital,ON,2022-09-25,59.791666666666664,0
F001,Hospital,ON,2022-09-26,81.37916666666668,0
F001,Hospital,ON,2022-09-27,84.12916666666666,0
F001,Hospital,ON,2022-09-28,86.53333333333335,0
F001,Hospital,ON,2022-09-29,87.51666666666667,0
F001,Hospital,ON,2022-09-30,87.96249999999999,0
F001,Hospital,ON,2022-10-01,84.27083333333333,0
F001,Hospital,ON,2022-10-02,70.78333333333333,0
F001,Hospital,ON,2022-10-03,108.77499999999999,0
F001,Hospital,ON,2022-10-04,99.04583333333333,0
F001,Hospital,ON,2022-10-05,97.59166666666665,0
F001,Hospital,ON,2022-10-06,99.01666666666667,0
F001,Hospital,ON,2022-10-07,113.22916666666667,0
F001,Hospital,ON,2022-10-08,78.55833333333334,0
F001,Hospital,ON,2022-10-09,53.60833333333333,1
F001,Hospital,ON,2022-10-10,108.08749999999999,0
F001,Hospital,ON,2022-10-11,96.72500000000001,0
F001,Hospital,ON,2022-10-12,94.22916666666667,0
F001,Hospital,ON,2022-10-13,106.88333333333333,0
F001,Hospital,ON,2022-10-14,101.62083333333334,0
F001,Hospital,ON,2022-10-15,73.2375,0
F001,Hospital,ON,2022-10-16,69.58333333333333,0
F001,Hospital,ON,2022-10-17,105.47500000000001,0
F001,Hospital,ON,2022-10-18,108.55416666666667,0
F001,Hospital,ON,2022-10-19,105.72500000000001,0
F001,Hospital,ON,2022-10-20,103.3,0
F001,Hospital,ON,2022-10-21,105.625,0
F001,Hospital,ON,2022-10-22,80.62916666666666,0
F001,Hospital,ON,2022-10-23,71.21666666666667,0
F001,Hospital,ON,2022-10-24,105.71249999999999,0
F001,Hospital,ON,2022-10-25,101.28750000000001,0
F001,Hospital,ON,2022-10-26,101.425,0
F001,Hospital,ON,2022-10-27,103.74166666666667,0
F001,Hospital,ON,2022-10-28,111.63333333333333,0
F001,Hospital,ON,2022-10-29,77.47083333333333,0
F001,Hospital,ON,2022-10-30,75.34583333333333,0
F001,Hospital,ON,2022-10-31,109.25,0
F001,Hospital,ON,2022-11-01,98.59166666666665,0
F001,Hospital,ON,2022-11-02,106.575,0
F001,Hospital,ON,2022-11-03,108.59166666666665,0
F001,Hospital,ON,2022-11-04,114.47916666666667,0
F001,Hospital,ON,2022-11-05,79.34583333333333,0
F001,Hospital,ON,2022-11-06,65.9375,0
F001,Hospital,ON,2022-11-07,102.6375,0
F001,Hospital,ON,2022-11-08,107.2625,0
F001,Hospital,ON,2022-11-09,99.03750000000001,0
F001,Hospital,ON,2022-11-10,98.70833333333333,0
F001,Hospital,ON,2022-11-11,113.925,0
F001,Hospital,ON,2022-11-12,74.1125,0
F001,Hospital,ON,2022-11-13,58.77916666666667,1
F001,Hospital,ON,2022-11-14,107.39583333333333,0
F001,Hospital,ON,2022-11-15,102.5625,0
F001,Hospital,ON,2022-11-16,93.32916666666667,0
F001,Hospital,ON,2022-11-17,107.84166666666668,0
F001,Hospital,ON,2022-11-18,108.79166666666667,0
F001,Hospital,ON,2022-11-19,84.29166666666667,0
F001,Hospital,ON,2022-11-20,75.77916666666667,0
F001,Hospital,ON,2022-11-21,104.75416666666666,0
F001,Hospital,ON,2022-11-22,104.8,0
F001,Hospital,ON,2022-11-23,101.84166666666665,0
F001,Hospital,ON,2022-11-24,99.09166666666665,0
F001,Hospital,ON,2022-11-25,107.85833333333333,0
F001,Hospital,ON,2022-11-26,78.80416666666666,0
F001,Hospital,ON,2022-11-27,72.34583333333333,0
F001,Hospital,ON,2022-11-28,111.16666666666667,0
F001,Hospital,ON,2022-11-29,105.6125,0
F001,Hospital,ON,2022-11-30,107.67916666666667,0
F001,Hospital,ON,2022-12-01,108.77499999999999,0
F001,Hospital,ON,2022-12-02,113.25,0
F001,Hospital,ON,2022-12-03,83.96666666666667,0
F001,Hospital,ON,2022-12-04,75.96249999999999,0
F001,Hospital,ON,2022-12-05,117.24166666666667,0
F001,Hospital,ON,2022-12-06,114.52499999999999,0
F001,Hospital,ON,2022-12-07,113.64166666666667,0
F001,Hospital,ON,2022-12-08,114.30833333333334,0
F001,Hospital,ON,2022-12-09,118.90833333333335,0
F001,Hospital,ON,2022-12-10,87.00416666666666,0
F001,Hospital,ON,2022-12-11,77.94166666666666,0
F001,Hospital,ON,2022-12-12,125.15833333333335,0
F001,Hospital,ON,2022-12-13,118.26666666666667,0
F001,Hospital,ON,2022-12-14,107.99166666666667,0
F001,Hospital,ON,2022-12-15,113.52083333333333,0
F001,Hospital,ON,2022-12-16,124.27083333333333,0
F001,Hospital,ON,2022-12-17,84.97500000000001,0
F001,Hospital,ON,2022-12-18,79.125,0
F001,Hospital,ON,2022-12-19,117.16666666666667,0
F001,Hospital,ON,2022-12-20,116.58749999999999,0
F001,Hospital,ON,2022-12-21,112.46666666666665,0
F001,Hospital,ON,2022-12-22,114.5,0
F001,Hospital,ON,2022-12-23,126.25,0
F001,Hospital,ON,2022-12-24,81.22083333333333,0
F001,Hospital,ON,2022-12-25,39.62083333333333,1
F001,Hospital,ON,2022-12-26,65.9375,1
F001,Hospital,ON,2022-12-27,116.45416666666667,0
F001,Hospital,ON,2022-12-28,112.58749999999999,0
F001,Hospital,ON,2022-12-29,117.875,0
F001,Hospital,ON,2022-12-30,122.35416666666667,0
F001,Hospital,ON,2022-12-31,89.12083333333334,0
F001,Hospital,ON,2023-01-01,49.43333333333334,1
F001,Hospital,ON,2023-01-02,122.72916666666667,0
F001,Hospital,ON,2023-01-03,127.70416666666667,0
F001,Hospital,ON,2023-01-04,117.90833333333335,0
F001,Hospital,ON,2023-01-05,120.125,0
F001,Hospital,ON,2023-01-06,132.08333333333334,0
F001,Hospital,ON,2023-01-07,93.41666666666667,0
F001,Hospital,ON,2023-01-08,89.44166666666666,0
F001,Hospital,ON,2023-01-09,132.47083333333333,0
F001,Hospital,ON,2023-01-10,134.01666666666668,0
F001,Hospital,ON,2023-01-11,117.65833333333335,0
F001,Hospital,ON,2023-01-12,125.10416666666667,0
F001,Hospital,ON,2023-01-13,131.9125,0
F001,Hospital,ON,2023-01-14,101.19166666666666,0
F001,Hospital,ON,2023-01-15,94.42916666666667,0
F001,Hospital,ON,2023-01-16,133.8375,0
F001,Hospital,ON,2023-01-17,131.77083333333334,0
F001,Hospital,ON,2023-01-18,117.2375,0
F001,Hospital,ON,2023-01-19,120.89999999999999,0
F001,Hospital,ON,2023-01-20,124.31666666666666,0
F001,Hospital,ON,2023-01-21,92.35000000000001,0
F001,Hospital,ON,2023-01-22,84.57916666666667,0
F001,Hospital,ON,2023-01-23,131.6,0
F001,Hospital,ON,2023-01-24,123.71249999999999,0
F001,Hospital,ON,2023-01-25,123.90416666666665,0
F001,Hospital,ON,2023-01-26,118.35000000000001,0
F001,Hospital,ON,2023-01-27,135.70000000000002,0
F001,Hospital,ON,2023-01-28,96.1125,0
F001,Hospital,ON,2023-01-29,82.49583333333334,0
F001,Hospital,ON,2023-01-30,128.66666666666666,0
F001,Hospital,ON,2023-01-31,128.73749999999998,0
F001,Hospital,ON,2023-02-01,125.91666666666667,0
F001,Hospital,ON,2023-02-02,123.875,0
F001,Hospital,ON,2023-02-03,131.42916666666667,0
F001,Hospital,ON,2023-02-04,94.575,0
F001,Hospital,ON,2023-02-05,85.04583333333333,0
F001,Hospital,ON,2023-02-06,126.55416666666667,0
F001,Hospital,ON,2023-02-07,129.98749999999998,0
F001,Hospital,ON,2023-02-08,116.99166666666667,0
F001,Hospital,ON,2023-02-09,123.425,0
F001,Hospital,ON,2023-02-10,130.63750000000002,0
F001,Hospital,ON,2023-02-11,93.01666666666667,0
F001,Hospital,ON,2023-02-12,86.34166666666668,0
F001,Hospital,ON,2023-02-13,131.1,0
F001,Hospital,ON,2023-02-14,120.3875,0
F001,Hospital,ON,2023-02-15,121.45,0
F001,Hospital,ON,2023-02-16,125.825,0
F001,Hospital,ON,2023-02-17,142.35,0
F001,Hospital,ON,2023-02-18,92.09166666666665,0
F001,Hospital,ON,2023-02-19,84.55,0
F001,Hospital,ON,2023-02-20,90.03333333333335,1
F001,Hospital,ON,2023-02-21,126.19583333333333,0
F001,Hospital,ON,2023-02-22,128.40416666666667,0
F001,Hospital,ON,2023-02-23,122.57083333333333,0
F001,Hospital,ON,2023-02-24,129.26666666666668,0
F001,Hospital,ON,2023-02-25,93.53333333333335,0
F001,Hospital,ON,2023-02-26,84.70416666666667,0
F001,Hospital,ON,2023-02-27,117.76666666666667,0
F001,Hospital,ON,2023-02-28,115.14166666666667,0
F001,Hospital,ON,2023-03-01,96.80833333333334,0
F001,Hospital,ON,2023-03-02,91.59166666666665,0
F001,Hospital,ON,2023-03-03,98.22916666666667,0
F001,Hospital,ON,2023-03-04,72.22083333333333,0
F001,Hospital,ON,2023-03-05,65.1375,0
F001,Hospital,ON,2023-03-06,100.40833333333335,0
F001,Hospital,ON,2023-03-07,94.125,0
F001,Hospital,ON,2023-03-08,90.79166666666667,0
F001,Hospital,ON,2023-03-09,96.80833333333334,0
F001,Hospital,ON,2023-03-10,100.67083333333333,0
F001,Hospital,ON,2023-03-11,71.89583333333333,0
F001,Hospital,ON,2023-03-12,64.27499999999999,0
F001,Hospital,ON,2023-03-13,99.95833333333333,0
F001,Hospital,ON,2023-03-14,94.73750000000001,0
F001,Hospital,ON,2023-03-15,88.0,0
F001,Hospital,ON,2023-03-16,90.2,0
F001,Hospital,ON,2023-03-17,97.62083333333334,0
F001,Hospital,ON,2023-03-18,72.18333333333334,0
F001,Hospital,ON,2023-03-19,70.075,0
F001,Hospital,ON,2023-03-20,95.825,0
F001,Hospital,ON,2023-03-21,97.15416666666665,0
F001,Hospital,ON,2023-03-22,93.325,0
F001,Hospital,ON,2023-03-23,89.14583333333333,0
F001,Hospital,ON,2023-03-24,94.18333333333334,0
F001,Hospital,ON,2023-03-25,78.85416666666667,0
F001,Hospital,ON,2023-03-26,65.3625,0
F001,Hospital,ON,2023-03-27,95.98333333333333,0
F001,Hospital,ON,2023-03-28,93.79583333333333,0
F001,Hospital,ON,2023-03-29,89.83333333333333,0
F001,Hospital,ON,2023-03-30,94.03333333333335,0
F001,Hospital,ON,2023-03-31,91.68333333333334,0
F001,Hospital,ON,2023-04-01,68.2,0
F001,Hospital,ON,2023-04-02,62.86666666666667,0
F001,Hospital,ON,2023-04-03,102.70416666666667,0
F001,Hospital,ON,2023-04-04,96.7625,0
F001,Hospital,ON,2023-04-05,90.4875,0
F001,Hospital,ON,2023-04-06,93.9875,0
F001,Hospital,ON,2023-04-07,65.70833333333333,1
F001,Hospital,ON,2023-04-08,68.57083333333334,0
F001,Hospital,ON,2023-04-09,66.50416666666666,0
F001,Hospital,ON,2023-04-10,96.41666666666667,0
F001,Hospital,ON,2023-04-11,95.89583333333333,0
F001,Hospital,ON,2023-04-12,91.12916666666666,0
F001,Hospital,ON,2023-04-13,96.55,0
F001,Hospital,ON,2023-04-14,104.15416666666665,0
F001,Hospital,ON,2023-04-15,75.97500000000001,0
F001,Hospital,ON,2023-04-16,63.791666666666664,0
F001,Hospital,ON,2023-04-17,96.27499999999999,0
F001,Hospital,ON,2023-04-18,99.3125,0
F001,Hospital,ON,2023-04-19,90.22916666666667,0
F001,Hospital,ON,2023-04-20,90.8625,0
F001,Hospital,ON,2023-04-21,98.73333333333333,0
F001,Hospital,ON,2023-04-22,66.44583333333334,0
F001,Hospital,ON,2023-04-23,68.27083333333333,0
F001,Hospital,ON,2023-04-24,93.95833333333333,0
F001,Hospital,ON,2023-04-25,102.73333333333333,0
F001,Hospital,ON,2023-04-26,94.3875,0
F001,Hospital,ON,2023-04-27,96.85416666666667,0
F001,Hospital,ON,2023-04-28,99.78750000000001,0
F001,Hospital,ON,2023-04-29,69.42916666666666,0
F001,Hospital,ON,2023-04-30,70.15416666666667,0
F001,Hospital,ON,2023-05-01,94.00416666666666,0
F001,Hospital,ON,2023-05-02,83.61666666666666,0
F001,Hospital,ON,2023-05-03,86.03750000000001,0
F001,Hospital,ON,2023-05-04,88.09166666666665,0
F001,Hospital,ON,2023-05-05,94.21666666666665,0
F001,Hospital,ON,2023-05-06,61.64166666666667,0
F001,Hospital,ON,2023-05-07,60.09583333333333,0
F001,Hospital,ON,2023-05-08,93.44166666666666,0
F001,Hospital,ON,2023-05-09,86.08749999999999,0
F001,Hospital,ON,2023-05-10,82.01666666666667,0
F001,Hospital,ON,2023-05-11,83.22916666666667,0
F001,Hospital,ON,2023-05-12,93.93333333333334,0
F001,Hospital,ON,2023-05-13,68.06666666666666,0
F001,Hospital,ON,2023-05-14,55.737500000000004,0
F001,Hospital,ON,2023-05-15,90.58749999999999,0
F001,Hospital,ON,2023-05-16,89.62083333333334,0
F001,Hospital,ON,2023-05-17,87.08749999999999,0
F001,Hospital,ON,2023-05-18,90.20416666666667,0
F001,Hospital,ON,2023-05-19,95.47916666666667,0
F001,Hospital,ON,2023-05-20,67.66250000000001,0
F001,Hospital,ON,2023-05-21,62.64166666666667,0
F001,Hospital,ON,2023-05-22,65.3875,1
F001,Hospital,ON,2023-05-23,83.575,0
F001,Hospital,ON,2023-05-24,88.0125,0
F001,Hospital,ON,2023-05-25,88.4875,0
F001,Hospital,ON,2023-05-26,94.09166666666665,0
F001,Hospital,ON,2023-05-27,65.65416666666667,0
